player_id,name,span,bating_style,playing_role,country,matches,innings,runs,strike_rate,average_score,not_out,100s,50,4s,6s,years_played,batting_score,Runs_per_year,Runs_per_inning,Runs_by_6s,6s_runs_percentage,Runs_by_4s,4s_runs_percentage
247235,CR Woakes,2011-2023,right-hand bat,allrounder,England,110,76.0,1345.0,90.51,24.9,22.0,0.0,5.0,100.0,19.0,12,39.05552378476735,112.08333333333333,17.69736842105263,114.0,8.475836431226766,400.0,29.739776951672862
784367,KIC Asalanka,2021-2023,left-hand bat,batting allrounder,Sri Lanka,22,21.0,791.0,89.68,41.63,2.0,1.0,6.0,61.0,13.0,2,56.863580839235404,395.5,37.666666666666664,78.0,9.860935524652339,244.0,30.847029077117572
552152,PVD Chameera,2015-2022,right-hand bat,bowler,Sri Lanka,42,29.0,224.0,63.63,12.44,11.0,0.0,0.0,16.0,3.0,7,20.811284343367948,32.0,7.724137931034483,18.0,8.035714285714286,64.0,28.57142857142857
300628,LD Chandimal,2010-2022,right-hand bat,wicketkeeper batter,Sri Lanka,157,142.0,3854.0,74.24,31.85,21.0,4.0,24.0,262.0,43.0,12,44.57619002733528,321.1666666666667,27.140845070422536,258.0,6.694343539180073,1048.0,27.192527244421385
465793,DM de Silva,2016-2023,right-hand bat,allrounder,Sri Lanka,65,61.0,1393.0,78.34,26.28,8.0,0.0,8.0,144.0,9.0,7,39.35720129994265,199.0,22.83606557377049,54.0,3.876525484565686,576.0,41.34960516870065
784379,PWH de Silva,2017-2023,right-hand bat,allrounder,Sri Lanka,37,34.0,710.0,106.92,24.48,5.0,0.0,4.0,63.0,24.0,6,39.83868493150685,118.33333333333333,20.88235294117647,144.0,20.281690140845072,252.0,35.49295774647888
429754,N Dickwella,2014-2022,left-hand bat,wicketkeeper batter,Sri Lanka,55,52.0,1604.0,93.41,31.45,1.0,2.0,9.0,187.0,12.0,8,47.05661540925838,200.5,30.846153846153847,72.0,4.488778054862843,748.0,46.633416458852864
784369,WIA Fernando,2016-2023,right-hand bat,opening batter,Sri Lanka,29,29.0,990.0,91.92,34.13,0.0,3.0,5.0,100.0,16.0,7,49.77754224514082,141.42857142857142,34.13793103448276,96.0,9.696969696969697,400.0,40.4040404040404
345821,MD Gunathilaka,2015-2022,left-hand bat,allrounder,Sri Lanka,47,46.0,1601.0,86.82,35.57,1.0,2.0,11.0,172.0,20.0,7,50.46470136449056,228.71428571428572,34.80434782608695,120.0,7.495315427857589,688.0,42.973141786383515
623695,C Karunaratne,2021-2023,right-hand bat,bowling allrounder,Sri Lanka,21,20.0,408.0,84.82,29.14,6.0,0.0,1.0,27.0,8.0,2,43.37758511758511,204.0,20.4,48.0,11.76470588235294,108.0,26.47058823529412
227772,FDM Karunaratne,2011-2021,left-hand bat,opening batter,Sri Lanka,34,30.0,767.0,74.46,27.39,2.0,0.0,6.0,71.0,1.0,10,40.04829455081001,76.7,25.566666666666666,6.0,0.7822685788787485,284.0,37.027379400260756
49619,RAS Lakmal,2009-2021,right-hand bat,bowler,Sri Lanka,86,48.0,244.0,60.39,9.38,22.0,0.0,0.0,18.0,3.0,12,16.237873011322918,20.333333333333332,5.083333333333333,18.0,7.377049180327869,72.0,29.508196721311474
49764,AD Mathews,2008-2021,right-hand bat,allrounder,Sri Lanka,218,188.0,5835.0,83.3,41.67,48.0,3.0,40.0,461.0,89.0,13,55.551108265983835,448.84615384615387,31.03723404255319,534.0,9.151670951156813,1844.0,31.602399314481577
629074,BKG Mendis,2016-2023,right-hand bat,wicketkeeper batter,Sri Lanka,93,91.0,2654.0,84.79,31.22,6.0,2.0,20.0,263.0,40.0,7,45.636476165847775,379.14285714285717,29.164835164835164,240.0,9.04295403165034,1052.0,39.63828183873399
1028655,P Nissanka,2021-2023,right-hand bat,top-order batter,Sri Lanka,21,21.0,649.0,80.82,32.45,1.0,1.0,5.0,75.0,3.0,2,46.30721285424208,324.5,30.904761904761905,18.0,2.773497688751926,300.0,46.22496147919877
372116,T Bavuma,2016-2023,right-hand bat,middle-order batter,South Africa,23,22.0,910.0,86.99,45.5,2.0,3.0,2.0,84.0,8.0,7,59.74858479885274,130.0,41.36363636363637,48.0,5.274725274725275,336.0,36.92307692307693
379143,Q de Kock,2013-2023,left-hand bat,wicketkeeper batter,South Africa,137,137.0,5901.0,96.06,45.39,7.0,17.0,29.0,679.0,90.0,10,61.64953552492047,590.1,43.07299270072993,540.0,9.15099135739705,2716.0,46.02609727164887
269280,RR Hendricks,2018-2023,right-hand bat,opening batter,South Africa,27,27.0,694.0,77.62,27.76,2.0,1.0,5.0,70.0,6.0,5,40.894499905105334,138.8,25.703703703703702,36.0,5.187319884726225,280.0,40.345821325648416
436757,H Klaasen,2018-2023,right-hand bat,wicketkeeper batter,South Africa,33,31.0,933.0,98.21,35.88,5.0,1.0,5.0,82.0,20.0,5,52.55835334476844,186.6,30.096774193548388,120.0,12.861736334405144,328.0,35.155412647374064
605680,JN Malan,2020-2022,right-hand bat,top-order batter,South Africa,23,22.0,958.0,83.3,47.9,2.0,3.0,4.0,97.0,16.0,2,60.82423780487805,479.0,43.54545454545455,96.0,10.020876826722338,388.0,40.50104384133611
600498,AK Markram,2017-2023,right-hand bat,opening batter,South Africa,47,44.0,1189.0,88.53,29.0,3.0,0.0,5.0,121.0,24.0,6,43.68876031651493,198.16666666666666,27.022727272727273,144.0,12.111017661900757,484.0,40.70647603027754
321777,DA Miller,2010-2023,left-hand bat,middle-order batter,South Africa,152,130.0,3780.0,102.18,42.0,40.0,5.0,20.0,283.0,104.0,13,59.53058676654182,290.7692307692308,29.076923076923077,624.0,16.507936507936506,1132.0,29.947089947089943
265564,WD Parnell,2009-2023,left-hand bat,bowler,South Africa,72,42.0,570.0,79.27,20.35,14.0,0.0,1.0,42.0,9.0,14,32.385956635213816,40.714285714285715,13.571428571428571,54.0,9.473684210526317,168.0,29.47368421052631
540316,AL Phehlukwayo,2016-2022,left-hand bat,bowling allrounder,South Africa,74,47.0,742.0,86.37,23.93,16.0,0.0,2.0,67.0,27.0,6,37.47659292837715,123.66666666666667,15.787234042553191,162.0,21.83288409703504,268.0,36.118598382749326
550215,K Rabada,2015-2023,left-hand bat,bowler,South Africa,88,36.0,317.0,82.76,15.85,16.0,0.0,0.0,26.0,7.0,8,26.60472568705,39.625,8.805555555555555,42.0,13.249211356466878,104.0,32.80757097791798
364343,CA Young,2014-2022,right-hand bat,bowler,Ireland,36,22.0,82.0,74.54,6.83,10.0,0.0,0.0,7.0,2.0,8,12.513412805702348,10.25,3.727272727272727,12.0,14.634146341463413,28.0,34.146341463414636
554691,AR Patel,2014-2023,left-hand bat,bowling allrounder,India,49,29.0,381.0,105.24,19.05,9.0,0.0,2.0,17.0,19.0,9,32.26039102099928,42.333333333333336,13.137931034482758,114.0,29.92125984251969,68.0,17.84776902887139
422108,KL Rahul,2016-2023,right-hand bat,opening batter,India,51,49.0,1870.0,87.34,44.52,7.0,5.0,12.0,142.0,44.0,7,58.97735173669043,267.14285714285717,38.16326530612245,264.0,14.117647058823529,568.0,30.374331550802143
34102,RG Sharma,2007-2023,right-hand bat,top-order batter,India,241,234.0,9782.0,89.89,48.91,34.0,30.0,48.0,896.0,273.0,16,63.350430835734876,611.375,41.8034188034188,1638.0,16.745041913719074,3584.0,36.63872418728276
1070173,Shubman Gill,2019-2023,right-hand bat,opening batter,India,21,21.0,1254.0,109.8,73.76,4.0,4.0,5.0,142.0,27.0,4,88.2419699280889,313.5,59.714285714285715,162.0,12.918660287081341,568.0,45.29505582137161
475281,SN Thakur,2017-2023,right-hand bat,bowler,India,34,21.0,298.0,109.96,19.86,6.0,0.0,1.0,29.0,9.0,6,33.64359266676937,49.666666666666664,14.19047619047619,54.0,18.120805369127517,116.0,38.92617449664429
376116,UT Yadav,2010-2018,right-hand bat,bowler,India,75,24.0,79.0,58.95,7.9,14.0,0.0,0.0,8.0,1.0,8,13.932834704562454,9.875,3.2916666666666665,6.0,7.59493670886076,32.0,40.50632911392405
299572,Sikandar Raza,2013-2023,right-hand bat,batting allrounder,Zimbabwe,126,120.0,3724.0,84.52,36.5,18.0,6.0,20.0,307.0,86.0,10,50.98297802016196,372.4,31.033333333333335,516.0,13.856068743286789,1228.0,32.975295381310424
392945,DT Tiripano,2014-2022,right-hand bat,bowler,Zimbabwe,38,29.0,364.0,66.3,17.33,8.0,0.0,1.0,30.0,8.0,8,27.4776754753079,45.5,12.551724137931034,48.0,13.186813186813188,120.0,32.967032967032964
55870,SC Williams,2005-2022,left-hand bat,middle-order batter,Zimbabwe,147,142.0,4266.0,82.13,34.68,19.0,5.0,32.0,366.0,44.0,17,48.76754387466826,250.94117647058823,30.04225352112676,264.0,6.188466947960619,1464.0,34.31786216596343
502714,MJ Santner,2015-2023,left-hand bat,bowling allrounder,New Zealand,93,70.0,1248.0,89.39,28.36,26.0,0.0,3.0,94.0,33.0,8,43.05903014861996,156.0,17.82857142857143,198.0,15.865384615384615,376.0,30.128205128205128
232364,TG Southee,2008-2023,right-hand bat,bowler,New Zealand,154,93.0,720.0,96.38,12.41,35.0,0.0,1.0,56.0,26.0,15,21.98870852100377,48.0,7.741935483870968,156.0,21.666666666666668,224.0,31.11111111111111
38699,LRPL Taylor,2006-2022,right-hand bat,middle-order batter,New Zealand,236,220.0,8607.0,83.32,47.55,39.0,21.0,51.0,713.0,147.0,16,60.546588217314884,537.9375,39.122727272727275,882.0,10.24747298710352,2852.0,33.13581968165447
277906,KS Williamson,2010-2023,right-hand bat,top-order batter,New Zealand,161,153.0,6554.0,80.97,47.83,16.0,13.0,42.0,594.0,51.0,13,60.136569875776395,504.15384615384613,42.83660130718954,306.0,4.6689044858101925,2376.0,36.252670125114435
230559,KA Pollard,2007-2022,right-hand bat,batting allrounder,West Indies,123,113.0,2706.0,94.41,26.01,9.0,3.0,13.0,171.0,135.0,15,40.78399103139014,180.4,23.946902654867255,810.0,29.933481152993345,684.0,25.277161862527713
604302,N Pooran,2019-2022,left-hand bat,wicketkeeper batter,West Indies,52,49.0,1555.0,96.1,36.16,6.0,1.0,11.0,122.0,61.0,3,52.54764857099652,518.3333333333334,31.73469387755102,366.0,23.536977491961412,488.0,31.382636655948552
820351,R Powell,2016-2022,right-hand bat,middle-order batter,West Indies,45,42.0,897.0,83.05,23.0,3.0,1.0,2.0,57.0,38.0,6,36.02357378595002,149.5,21.357142857142858,228.0,25.418060200668897,228.0,25.418060200668897
230553,KAJ Roach,2008-2022,right-hand bat,bowler,West Indies,95,60.0,308.0,51.85,12.83,36.0,0.0,0.0,24.0,6.0,14,20.570052566481138,22.0,5.133333333333334,36.0,11.688311688311687,96.0,31.16883116883117
267192,SPD Smith,2010-2022,right-hand bat,middle-order batter,Australia,139,124.0,4917.0,87.64,45.11,15.0,12.0,29.0,431.0,47.0,12,59.56219058380413,409.75,39.653225806451616,282.0,5.735204392922514,1724.0,35.06202969290217
311592,MA Starc,2010-2022,left-hand bat,bowler,Australia,107,60.0,469.0,86.05,12.34,22.0,0.0,1.0,34.0,12.0,12,21.58465291188129,39.083333333333336,7.816666666666666,72.0,15.351812366737741,136.0,28.997867803837952
325012,MP Stoinis,2015-2022,right-hand bat,batting allrounder,Australia,57,52.0,1296.0,92.63,28.8,7.0,1.0,6.0,109.0,44.0,7,43.93879601416454,185.14285714285714,24.923076923076923,264.0,20.37037037037037,436.0,33.641975308641975
230193,MS Wade,2012-2021,left-hand bat,wicketkeeper batter,Australia,97,83.0,1867.0,81.59,26.29,12.0,1.0,11.0,129.0,34.0,9,39.76642751205042,207.44444444444446,22.49397590361446,204.0,10.926620246384575,516.0,27.637921799678626
219889,DA Warner,2009-2022,left-hand bat,opening batter,Australia,141,139.0,6007.0,95.25,45.16,6.0,19.0,27.0,638.0,92.0,13,61.27042233459155,462.0769230769231,43.21582733812949,552.0,9.189279174296654,2552.0,42.48376893624105
379504,A Zampa,2016-2022,right-hand bat,bowler,Australia,76,35.0,206.0,62.04,9.36,13.0,0.0,0.0,17.0,1.0,6,16.26594957983193,34.333333333333336,5.885714285714286,6.0,2.912621359223301,68.0,33.00970873786408
437316,MD Shanaka,2016-2023,right-hand bat,allrounder,Sri Lanka,48,44.0,1067.0,94.67,26.67,4.0,2.0,3.0,88.0,36.0,7,41.616101862535025,152.42857142857142,24.25,216.0,20.243673851921272,352.0,32.98969072164948
301236,HDRL Thirimanne,2010-2019,left-hand bat,top-order batter,Sri Lanka,127,106.0,3194.0,72.27,34.71,14.0,4.0,21.0,246.0,25.0,9,46.896461020751545,354.8888888888889,30.132075471698112,150.0,4.69630557294928,984.0,30.807764558547273
227760,Sarfaraz Ahmed,2007-2021,right-hand bat,wicketkeeper batter,Pakistan,117,91.0,2315.0,87.85,33.55,22.0,2.0,11.0,174.0,12.0,14,48.556301482701805,165.35714285714286,25.439560439560438,72.0,3.1101511879049677,696.0,30.064794816414686
922943,Shadab Khan,2017-2022,right-hand bat,allrounder,Pakistan,53,31.0,596.0,80.0,28.38,10.0,0.0,4.0,35.0,12.0,5,41.897028972135075,119.2,19.225806451612904,72.0,12.080536912751679,140.0,23.48993288590604
318845,RR Rossouw,2014-2016,left-hand bat,top-order batter,South Africa,36,35.0,1239.0,94.36,38.71,3.0,3.0,7.0,131.0,22.0,2,54.898558653340345,619.5,35.4,132.0,10.653753026634384,524.0,42.292171105730425
337790,HE van der Dussen,2019-2023,right-hand bat,top-order batter,South Africa,41,35.0,1679.0,90.31,67.16,10.0,4.0,11.0,117.0,30.0,4,77.03333460341652,419.75,47.97142857142857,180.0,10.72066706372841,468.0,27.873734365693863
